,Arsenal,Aston Villa,Chelsea,Liverpool,Man City,Newcastle,Oldham,Sheffield United,Southampton,West Ham,Norwich,Tottenham,Everton,Ipswich,Leeds,Wimbledon,Blackburn,Coventry,Man United,QPR,Sheffield Weds,Swindon,,Crystal Palace,Leicester,Nott'm Forest,Bolton,Middlesbrough,Derby,Sunderland,Barnsley,Charlton,Watford,Bradford,Fulham,Birmingham,West Brom,Portsmouth,Wolves,Wigan,Reading,Hull,Stoke,Burnley,Blackpool,Swansea,Cardiff,Bournemouth,Brighton,Huddersfield
0,-0.34265498224229024,0.31375747857311764,-0.8352093973403608,-0.459520291485975,-0.9248293423693396,0.7002513779133543,-0.33951039415960943,-0.28510275341580804,0.4189077690024677,0.6672907753575433,0.98326209724266,-0.26553739320876374,0.2993713457833672,0.14513587581043172,-0.08576702915780059,-0.1487746832363632,0.45294450296482885,0.025052156572567243,-0.4110176616682891,0.5837491799696283,0.3347482438188992,-0.5087023830937824,0.0015276187626534659,0.4089578897511767,0.30263365800205344,-0.21978418880570927,0.43313354344808586,0.49612086174227826,0.2699392061376777,0.7253473462307953,0.26433141637834534,0.2489091116245365,0.4923031962447876,0.3359704127628302,0.6462550382448756,0.3027348417853256,0.5257185560197524,0.5592873621730482,0.05071333337334992,0.2758154817955104,1.0049383979159185,0.8814796235731053,0.6816916684962251,0.09606213525211929,0.12024727792603934,0.581698521739192,0.5669114722177655,0.5071455860434829,0.5842166679412695,0.5980384359318768
1,-1.0578755703739562,-0.3962791481171071,-0.821556262306827,-0.8351283047080552,-0.9954632674828886,-0.29606183944930575,-0.40051837505527926,-0.7902169686891292,-0.5993054495149851,-0.22395820676003067,0.27604633904620374,-1.0151872485782887,-0.47692185588949726,-0.08963426294405158,-0.14801779787131275,-0.5737947091851833,-0.5165123407860344,-0.3954047585577611,-0.7500308348049421,-0.03693142318601921,-0.15326249747275705,-0.45072717331346934,-0.003416253610775278,-0.4409541113565144,-0.5009590628588131,-0.7044444983714868,-0.2989314915321477,-0.3369016008727503,-0.02228536028196993,-0.15132317371157286,-0.03458663131108071,-0.7011642426701105,-0.6776213789005792,-0.1429969625628303,-0.28241753297566163,-0.33161274758449355,-0.044523926867186404,-0.4319177741127953,-0.25097557392722697,-0.2850483399616054,-0.06452984580842695,0.09331488259488077,-0.2218024562833162,-0.015494033521152138,-0.21690323234877357,-0.4508565449891223,0.06095611444379064,-0.5721842048690662,-0.2265780877300164,-0.1347947389626554
2,-0.589606213774344,0.19723820995902186,0.35083239019877743,0.43074288935947896,0.04726397607935179,-0.2559450043071372,0.1862924037686773,-0.08837469857391174,0.09412110133438602,0.5165784536405409,0.15420240099744031,-0.15603271264909188,-0.2790904378971135,0.3236920599630315,0.4121808392938192,0.20787833699876931,-0.23328689474679326,0.2316007827814311,-0.7562456138504148,0.33367895279526505,0.41261516319383934,0.30932668685722586,0.0030713678410789823,0.6296003022693157,-0.3831509019088277,0.3069886959026243,0.4012480395840786,-0.02240543858305675,0.046045750329150925,0.08214860909359369,0.19317705620054937,0.13644390455416175,-0.45301700054439065,-0.13647827569835075,-0.12611609895963008,0.1318270951202683,0.2271488626199734,0.19614516792686948,0.41138411253501,0.4218333546775121,-0.06889939790203511,-0.3406416765737414,0.4611270145203606,0.006400182994067542,0.008635392801605985,-0.44635588354587247,-0.15905593710236146,-0.15061076801548762,-0.5407792064364413,-0.044864904182620124
3,-0.7840154672954286,-0.05143537526773247,0.5614908626289175,-0.025349629578653558,0.11814583892678641,0.3548035544991257,0.00041952567196555505,-0.014131091874319374,-0.2661470509613466,-0.11445652254196104,-0.08760230896764103,-0.7640181616799966,-0.18755022917893374,-0.014009101844587082,-0.02917984763850561,-0.00971214445412542,-0.04106095886184994,-0.005398208852271001,0.4499281314598909,-0.09155156990454923,-0.05190861302265232,0.00047186844575687446,-0.00023820812248884798,0.35968096857705684,0.263083170952876,-0.01819866740573867,-0.07229987210624828,-0.05101465283789471,0.0013401340339614896,-0.05558272338344622,-0.02030826176036769,-0.060743643469428184,0.9153289090840168,0.0077755954973003655,-0.05180758019117841,-0.05383730554753062,-0.5910109387172561,-0.08180929910004427,-0.03398858867063993,-0.05429482019185008,-0.0781724813915606,-0.0619977895499019,0.6530828423873193,-0.20272607251954758,-0.02396733537245413,0.0869765846211611,-0.04252552934585144,0.14655971273380802,-0.049672112376316205,-0.07282732945168965
4,0.0924585560997431,0.004717803229412359,0.5369576257230421,-0.43478066623392014,0.20139817415729488,-0.7163125049324002,-0.024589341588501113,0.129139942567395,0.21879848545196215,-0.13392582783425822,-0.023910116949033937,-0.5739823267575961,0.09052895230696367,-0.0908915301770295,-0.09179358569761671,0.01566235420456208,0.19576712472493876,-0.0023896279726848013,0.1861703115522859,-0.04852003593515803,-0.0660528038113581,-0.06297012988267998,6.780168026730141e-07,-0.0785648187784309,-0.3226661722685613,0.017867388237908257,-0.04651135166469228,0.09783374207556289,0.02216542298451586,0.061443454016932755,-0.025519484391162715,0.08740150845634247,-0.30211785103319155,0.09291536032958457,0.1310121756480113,0.03520970050395218,0.3128567699702939,0.05646691556617673,-0.06131885850532245,-0.04974033603902024,0.10115768513176264,0.1740098739940002,0.011907582511179975,-0.5727964400931014,0.0401248711347676,0.5847560077970032,0.06923662763291182,-0.02470036786268741,-0.6064020558586696,0.8494830109159635
5,0.6846405147810121,0.07459951258815586,-0.1679282074665235,0.09788364871095705,0.12123167900331543,0.2467505425026979,0.020426960452541134,0.09627993687572493,0.29896107795628574,-0.38033294499886017,0.21121353863657247,-0.5437776667035381,-0.6165516289621991,-0.136280146299716,0.09448843449901932,-0.12713883418294078,-0.05427985302569612,-0.26302090475282397,0.2410292692468071,0.3411656233384359,-4.055620203220773e-05,0.07134263351976818,-0.002295734145689972,0.28423204659726314,-0.251908349263086,-0.11337369775675536,0.114949275730101,0.013756800272878515,-0.297404384025548,-0.11473806525493918,-0.1296198195919205,0.08922998049907428,0.11760891114531205,-0.3760578411929291,-0.025931311780473303,0.1353532387098359,0.17104809022714065,0.1404222592244388,-0.01942824740755622,0.009644817242917663,0.04290748517519671,0.12559618832655742,0.21274568304193503,0.5390962761927965,0.0672912017561449,0.2555839412208924,0.1286845257550048,-0.697326756973569,-0.18824717275562472,-0.27015705805440177
6,0.19296898199016865,-0.014748833662141738,0.5906088714541106,-0.4246867369924625,-0.08928034218907638,-0.43614782421918064,-0.06829935091294005,-0.13544736830700704,-0.19322045197492194,-0.012314305807666674,0.11935283072038935,0.30694672304996284,0.07370724456256723,0.030198120481881044,0.002159228880590937,-0.061237049137623685,-0.0352004932593193,-0.013257599034335172,-0.5908027260362991,0.053065218969462515,0.04371231926192725,-0.0827728553009987,0.0001376492913734619,-0.2601658906177644,0.20737426439135845,-0.07373068762171711,0.02402591805841032,0.0003086002631823771,0.04414075559037034,0.060464335609026615,0.04330369044631294,-0.05934425007961344,0.6605902968440115,0.02521496049066265,0.014934582931986332,-0.012237800214253747,-0.12357091789839077,0.004294853691862644,0.008922636287223448,0.0226638605049904,0.07320163817046076,0.06187856298256766,-0.08722264182539674,0.9476158341147225,-0.019401831313014487,0.1645516638332934,0.03651378806620737,0.131783725763443,-0.5978448728219539,-0.1289044107162631
7,0.4997224504162516,0.03261836166141253,0.33057413263015556,0.3744600712576556,-0.019177725609724895,-0.1567573937180274,-0.08520248135283873,0.04521696442033624,-0.37049315496313506,0.6476052368430095,0.18445221141119744,-0.25379419403157233,0.17334660060362525,-0.1558370331304636,-0.1302849267383934,-0.17838154023802044,0.06243043850927512,-0.2566848331548682,-0.13597121131384932,0.13661178890607062,-0.13704732533409172,-0.12162791214644085,-0.002923450205269242,-0.061939571808269665,-0.3729434355948828,-0.24528020059705757,-0.032373103175055686,0.052381568308631686,-0.19583115186048197,-0.05027011937711321,-0.13714820290953678,0.012133605006786417,0.09297758692739924,-0.15916750786606979,0.08219687355658137,0.054354659224851914,-0.009966223617427657,0.046250053806407204,-0.1961197935428661,-0.14839472189721484,0.1515891378471021,0.24813311994103213,0.03731701128933404,-0.5214554981041244,0.04443581353448164,-0.2612875492043511,0.21026566006657538,0.41954475017033765,-0.08830081107141195,-0.6653137676936389
8,-0.09378253787842378,0.08877812775172447,0.4668397984575756,-0.3930155878750859,-0.542417093561404,0.2197897410206079,0.08591112855439124,0.008781754446985368,-0.025789865240086144,-0.2215621632398532,0.03461010433887589,0.13768090578245795,0.4103322130411713,0.08992147631825342,0.10313420648336456,0.04223768799076013,-0.1238772545936672,0.005637433753502758,0.4061952020427958,0.11092825397483537,0.07282402936463489,0.1321222553994782,-0.00022629823068088422,-0.37043001668965925,-0.08599763100694355,0.04242988579580242,0.11164357998358279,-0.03806468829626573,-0.0831572655385984,-0.060552553811338644,-0.0018465627783680264,0.0357362087789675,0.2598674459328211,-0.1348295485194877,-0.08113928052521038,0.03956568627305349,0.9306468558890963,0.03071629527468908,0.06569298850792657,0.07457976015534434,-0.06431801191559933,-0.1639800586175937,0.15849991248504194,-0.21751415085474948,0.006894753542637092,-0.31242624663091145,-0.03242681660244843,-0.2925316814861893,0.08120496169560694,-0.2810728947391657
9,0.2933350104876568,-0.1518672768265737,0.07266144847550225,-0.19103102878587774,-0.25103798019460155,0.35557410449304694,-0.03377388282100488,-0.06954017042840631,0.1856352410819278,0.23743305349550295,-0.20169536457208367,-0.1740011606574857,-0.1899773291035459,0.021100435609191653,0.00022997105656309683,0.08900014852820341,0.06744804881586597,0.2020962756712506,-0.29452390252867267,-0.24667297641229044,0.03148969164946647,-0.05206468993317761,0.0027401710645733445,0.43322841511646,0.15079601670440468,0.15002384086294357,-0.1127261938609085,-0.017793807174638878,0.26215239827818765,0.10112622520248238,0.11777892512425242,-0.07477784471964562,0.24671599693962284,0.2791836156793161,0.004191059401291138,-0.10357007187756971,0.13354984916487544,-0.09084259692550785,0.09518538945054547,0.03732317210386686,-0.07356473212671319,-0.02862784477447367,-0.5881145126938553,-0.4147308893289409,-0.05383524451817352,0.25451672287057236,-0.15322630057892617,-0.2924662511257712,-0.21488779139698042,-0.3494543046298422
