,Palmeiras,Sport Recife,Figueirense,Botafogo RJ,Corinthians,Internacional,Ponte Preta,Bahia,Cruzeiro,Vasco,Atletico GO,Flamengo RJ,Portuguesa,Nautico,Atletico-MG,Coritiba,Santos,Sao Paulo,Fluminense,Gremio,Vitoria,Criciuma,Atletico-PR,Goias,Chapecoense-SC,Avai,Joinville,Santa Cruz,America MG,Parana,Ceara
0,0.4256983149461812,0.8551623695529129,0.2552259807067224,0.8416010341830912,0.7996708480250517,-0.09569713884694803,0.4416212048693226,0.5823811566415845,0.5892305387069844,0.5311199649525825,0.42845736727085804,0.6950695019106149,0.6024012939727585,1.1181035149472194,0.28805828284343654,0.5693117457193942,0.5534080414769526,-0.29612553578460626,0.14690825897740808,-0.021950677006637193,0.8477007055467516,0.8981673548653416,0.7812708615867663,0.6134766444081302,0.8716189175912886,-0.028696696766165253,-0.22638561328143378,0.45294152276866456,0.7584190830123843,0.935647105542841,0.7373557138987384
1,-0.31637364902427345,-0.5506609065032555,0.22894040039805333,-0.3700265982445832,-0.3284565246900534,0.09143730360287959,0.20910847896956958,0.7126719375057033,0.4005064530303294,0.28558549045857184,0.2714346682440919,0.06129730922156659,-0.2601025479622627,-0.15033790618503856,0.8696316707387964,-0.07271648050170477,0.26855302866624314,0.6298651190037677,-0.4606844640670017,0.39468987756105034,-0.24021822865022627,-0.06585850927908947,-0.08657382781310304,0.2849302822665717,-0.13340774160319738,0.19119713242403807,0.27736153318783574,0.12076998014739254,0.6375216124253148,0.37635983259049177,-0.33124581702188766
2,-1.132120433346614,0.4070156229302325,0.3671362310310946,-0.07116738968504159,-0.09764765039508162,-0.5556017664854774,0.08759649003650052,0.03209285117278934,-0.38551532300313524,0.07327549844821099,-0.5893123440624407,-0.5462510422495174,0.17883779158582683,0.12259709320443728,-0.3988758706689895,0.07068727295658737,0.27879575232904996,0.2485524667184094,-0.5886763010691295,0.34039325917009483,0.31469610779984747,-0.19743716853705842,0.26563323736778083,0.29192119964083046,0.0028842086233941172,-0.21595949526879799,0.08685506242728389,-0.038054087023703304,-0.15803912975795828,0.18384992276572992,0.3134420406214736
3,-0.5847795810729604,-0.2184601293097898,0.06486389608099477,0.17452896847365154,-0.2680935141357636,1.102053971385491,-0.026565417073922896,0.2652654935084699,-0.12341767601300033,-0.12287132260589982,-0.27354386957701654,0.8397554291682489,0.12290215304555109,0.07187024642991906,-0.6188909888746041,0.03923071561330343,0.2357289475644742,-0.4852013765455075,-0.02533378739296847,0.33465818015873877,-0.027753680819349324,-0.0565757797759244,0.22826952842122838,0.022200300017490585,0.00796992609128716,-0.12197033155014181,-0.039090395479559344,-0.04640134322120946,0.280007733141681,-0.230316224712641,-0.34362714790736576
4,0.19405052780141993,0.25314737412690036,0.15010484180407946,-0.02756348447097007,-0.4808496714710937,0.04436618437907005,0.024114010159276004,-0.02668440659401167,0.3638307771737551,-0.1775131798215021,-0.36748793271254826,-0.7495754565985356,0.26341059874349165,0.2553434821917579,-0.13186738828816216,0.12512629062787578,-0.556147238579961,-0.034230069071606396,0.6164215635605851,0.3544045200532565,-0.5509313800208593,0.01700240184247516,0.45213069805645373,0.13251784413726497,0.0682479993393942,-0.1928729402603769,-0.08284393240861841,-0.017372091302827467,0.633663524471105,0.08551508023848435,-0.33095552218103963
5,0.24485011164776863,0.5740996011992755,-0.1490032535121599,-0.44469498751693587,-0.40781444591649024,0.037307809533228944,-0.0470530987402343,-0.2562083249002854,-0.11293483964923813,-0.3299255482433607,0.18982387908664541,0.42193711625832825,-0.009617746736367618,0.013903228904067871,0.3824456293748789,-0.014374857743188937,-0.3526715862092102,-0.40146958414213985,-0.7699241108441431,0.6573986246557426,-0.442144762333613,0.09409746304504867,0.2501982603343741,-0.11610252591172111,0.23043166717640268,0.04476821931088227,-0.08227833756875085,-0.0038888999557307982,-0.3252967820509437,0.25036745437518004,0.3229266493982639
6,-0.11801542881507471,-0.06674056659293925,-0.16468996197677588,0.11637230037550747,-0.1932191196627428,0.3065091831802712,-0.12530068485263546,0.02066123926498612,-0.7422471334210012,0.29155470441315967,-0.17408317027316875,0.20561753908408253,0.20970844202344402,0.15118582345485806,0.34023001373940764,0.11563865722090692,-0.01910054569397633,0.7421706581383125,0.6806972434233082,0.24126615486079256,-0.2591317539650597,0.12013057958417227,-0.11486657159108732,-0.19284563778141114,0.2055014830276153,-0.12202394042165123,-0.19183359789939175,-0.02908949889701321,-0.39162593778930815,0.4097255298487179,0.25735175611612365
7,-0.4323246541580866,0.7007198785650102,-0.08430895356056553,-0.34068440238671727,-0.2997554238730184,-0.3254873678691679,-0.04442599532657463,-0.20437871218293394,-0.11295768411967158,-0.18209888130030522,0.04504526003044527,0.3821859176529647,-0.012998428662275015,-0.02941918761098463,0.13954765087839807,-0.010370545417410245,0.4109096300892523,-0.07922324973355682,0.3003843066536478,-0.621029790230999,-0.3006774877274304,0.018338250024989983,-0.4811800761226763,-0.0887394353865558,0.2162937425075425,0.013651810502930512,-0.03363754178533271,-0.012662551904240744,0.5679341300749644,0.012593509312136153,-0.19984152284284493
8,0.2512473361178116,0.1542489277789295,0.0365174114883653,-0.0846633740206005,-0.27815397768990635,0.4066157681243659,-0.026517386416080407,0.3966396123996669,-0.573902467018357,0.09117006039593753,-0.20566361280259632,-0.4140527889706436,0.09169326391627135,0.0488186506684969,0.4884182769306577,0.033602072550190314,0.1536864458177584,-0.5349665665934933,-0.15311950855203368,-0.6130837464534926,0.16081089598698847,-0.03780281712350818,0.22150419369604543,0.0018098040912776596,-0.6200122121627536,-0.08992246998673625,-0.03188668828487181,-0.03279430856965959,0.03443022056196536,0.22758652582864408,0.07674671850996248
9,-0.1852275159730582,0.009928595129482388,0.062184010817730284,0.24046104147982997,0.2684688578857023,0.45902496785729796,-0.07355550221812504,-0.39352284143198024,0.4248311418104131,-0.1864624006626821,-0.47756371049662655,0.06577999868054647,0.2985621363343441,0.2206673162211417,0.47162218655720894,0.09589838566909857,-0.35285933555813576,0.4077946224995571,-0.49542183319130456,-0.43249326104936203,-0.11647792719415433,-0.03501542952684572,-0.21903078605265947,0.0030247895016874923,-0.04036293121913539,-0.2516248327721743,-0.1558144291610114,-0.09614608290561105,0.1403166016787062,-0.2605748368667843,0.25224044467810824
