,Atalanta,Genoa,Inter,Juventus,Lazio,Lecce,Napoli,Piacenza,Udinese,Cagliari,Cremonese,Foggia,Milan,Parma,Reggiana,Roma,Sampdoria,Torino,,Bari,Brescia,Fiorentina,Padova,Vicenza,Bologna,Perugia,Verona,Empoli,Salernitana,Venezia,Reggina,Chievo,Como,Modena,Ancona,Siena,Palermo,Livorno,Messina,Ascoli,Treviso,Catania,Cesena,Novara,Pescara,Sassuolo,Frosinone,Carpi,Crotone,Benevento,Spal
0,-0.5660656619745569,-0.16816325907202423,-0.8834273111073476,-1.152279708097577,-1.1104685024237857,-0.6419807385810254,-1.144940040928906,-0.34224226721266837,0.15173117538383438,0.247427247070003,-1.0052422192026562,-0.7357326275151082,-0.0843102693594804,0.2404864600888552,-0.7108882832122418,-1.1776909554884063,0.056711614057867996,-0.7335618146350192,-7.058093727162408e-42,0.208950606378587,-0.776667291693488,-0.7002909192681439,-1.0934234636532794,-0.6374974084128542,0.09931782858363973,0.15524100551304254,0.6296526083082019,0.9970221405271529,-0.5092615361759084,0.46022916875252984,-0.04557101988445309,-0.28543901478558686,0.16064539978633563,0.5246712784433012,0.45251892145297795,-0.5381891104845934,-0.24716921363147315,0.6750690651642547,1.1502607677291052,0.8920512004799075,0.5880408955589491,0.8090016089360517,0.37632806643785005,-0.7676739654920322,0.6587903649691582,-0.3157139758577518,0.8820966887644062,-0.03648892774214297,0.9345004357199412,1.2302585916894389,0.9740179181603384
1,0.886286685617138,0.152428967283862,0.24305246845315548,0.2379170471053056,0.1693518125520135,0.995805470796631,0.30987249658752203,0.5358208880629715,0.7073298928453237,1.0252128654161599,0.45855117291073483,0.4065562694083888,0.7627461182774585,0.9860296796508184,0.47548414646476334,0.05173301439008396,0.7130968684115391,0.6610630470389837,6.495973481778901e-39,0.6239890781798068,0.6079290173775449,0.8424792006005788,0.03458719868722315,0.5399698701805976,0.9842837955735745,0.7278116682128825,0.652733873331937,0.651129146219109,0.6608058973239058,0.8254573024465137,0.9745167041957182,0.8494309631719453,0.5158793874066799,0.722534359909163,0.48909857012368907,0.9501833527516648,-0.14367382210654822,0.8949600381996932,0.35426282702804673,0.4290359596958368,0.44346502354493095,0.4281358097163067,0.17635832878916427,-0.1944857904464348,0.5824077955738598,0.9551296325426561,0.13208666405744796,0.6082142296797887,0.5722405795622512,0.17901203442973862,0.39189625053593036
2,0.0537169876754053,0.9910721359306629,0.4901023337845072,-0.14790335920394213,0.1176208543882198,0.3649545952792627,-0.4237824427149909,-0.6213497254185644,0.3166978966255388,-0.5542201068478209,-0.12952497304847474,0.7309738861062524,0.6693568971690208,-0.4523800864280639,1.089950628577243,-0.29066580763270183,0.027462495430100906,-0.19526150742531265,-2.178583298791936e-29,0.059981107797481066,0.6467516357615073,-0.08562437777685085,0.014772385372690322,-0.42868861814675935,-0.0592770861386789,-0.6733327545451587,0.6007030018928156,0.04406890554006292,-0.9798456119162205,-0.4064047039597321,0.5452410730547724,0.44870115273145433,-0.39264706870781924,-0.6720956771011187,-0.8942528610006018,-0.06295378392794501,0.5485830971108603,-0.21649973588297128,0.2593409372045712,0.02696385740990356,0.19802789537985202,0.16277474907731906,0.7642473707390876,0.6216030951591229,0.06320017671547162,-0.011884143320221368,0.8035861133868389,0.5336735977539354,0.26384847855685883,0.3222175423964251,0.09010670065855872
3,0.1565214871405018,-0.3421341537034883,-0.12451748924993922,-0.07862435908373767,-0.6871204694951267,0.10610558751819599,0.14811961046640482,0.8503966440607013,0.2718867798599936,-0.3117010585611956,0.5538561001401967,0.5426982345835519,0.4057452434701694,-0.8454047376744668,0.3676885106656651,-0.23464197306439633,-0.5994820155520654,0.18341998039952576,-5.4009064931783296e-30,0.6006088789603936,0.4456952088222774,0.01981714107202722,0.4754929974991459,0.1594111361184681,-0.3635508246246263,-0.2932811423005194,0.7441763328998381,0.2671340346848397,0.24579568953681205,0.66061919745985,0.4258363621258993,-0.40368921544737907,0.9665654899668682,0.3584338953854426,-0.5726139839927402,-0.5919422802371072,-0.8720417621662554,-0.31076544284893626,-0.021646185609799293,-0.37743519922525043,-0.4830810288545916,-0.4564313933278982,-0.42180269365315304,-0.5708868592564372,-0.6700832902510855,-0.7437326290625709,0.4103454403109265,-0.48651128473022,-0.024870412135339085,0.44527357272193724,0.5508539361039367
4,-0.3884851966714648,-0.2544199951200872,0.08451404661828794,-0.3635077272812139,-0.08092611746806007,-0.11774012092929606,0.05746058652122938,0.37184528158959357,-0.9187519236399654,-0.10338624709344922,0.2782524979636486,0.45208383314266304,-0.8227463523646742,0.06144254331004905,0.5986116840050081,0.02135832929586404,0.5221167687123441,-0.3385877660152182,0.0,0.2663545254412497,0.8164836260174011,-0.3150501857198447,0.2005598552034862,0.6490691481944852,0.3543727997728745,0.9101190915394697,0.22728058781272992,-0.14861695145558998,-0.3713023642061684,0.37879759893865267,-0.645983813632774,-0.184264124119551,0.08213421260806049,-0.16596264527443533,-0.06032149260550142,-0.5348196086243514,-0.30000121386981876,-0.08766344104391616,0.30636815817685864,0.4445540403335529,0.5315897733830751,0.2281748327761483,0.4548459015737962,0.17373001163150595,-0.05394668353258361,-0.0012107048224110747,0.023718595557147153,0.3087884476488104,-0.40094490995075094,-0.1738636753539835,-0.21649089426634374
5,-0.2739975892131718,-0.47977521023309216,0.10528675841946174,-0.2454207750857543,-0.3454921064668176,0.27541155454094257,-0.010379959858513166,0.23936183384208087,-0.6339570982207966,0.2498031033123016,0.28271061827986604,0.07527362029288368,-0.33881546373170446,-0.038311105743701473,-0.008591051478225075,-0.2255718006895251,-0.8882452877651708,0.40713893793946204,0.0,-0.15665666253534055,0.143333858932211,0.8148227509440571,-0.027005561359613097,-0.12835683408137397,-0.505016836997366,0.05475384981910788,-0.4365867839343251,0.083957663715566,0.1970309117396687,-0.2700527953653681,-0.33870507728726956,0.7084541590249004,-0.007212845100498084,-0.21942240658162016,-0.23910270844457193,0.45897817091775006,0.24251348489495345,-0.2379940169579019,0.4964560438950176,0.03774756690134441,0.010244049023661517,-0.030669027091831186,0.4125725605784108,-0.07775885904029517,0.08941268974158995,0.05954968662479288,0.106285883694952,-0.012372091821528304,0.37575838054490185,0.3230297788508885,0.12876370907846338
6,0.45368391490116544,0.7206802981626553,0.08115990967057872,0.36507662604990965,0.1885924723805643,-0.13805751083154702,0.6025416773325678,-0.2850798847659895,-0.4154051520251017,-0.2735423929771583,0.09173576702950932,-0.04581904342139599,-0.6733397384478272,-0.11659467295184248,0.055515576891791395,0.5312606374453743,0.006728125004218539,0.29964147479066655,4.915459319206556e-19,0.21364195874262418,-0.23652681786422133,0.5642220033230163,0.1913245390105393,-0.2320759805925932,-0.4184296696914883,-0.31583726566297365,0.10989907663536833,0.29549399058774606,-0.027593529532015566,-0.05502070909073244,-0.0042146375755337025,-0.4636173958567981,0.2598317433856136,0.1707862620450555,0.42789421421886537,-0.04860205121095528,-0.038228053115243764,0.24453395079358006,0.12936765952292936,0.4065851463000074,0.12264773930492856,0.6852864812899099,0.34387909265733696,-0.0631004338800108,-0.029400554688248495,-0.4995307332469311,0.2713407579893085,-0.16239419951125109,0.08656545423186292,-0.0875401721241789,0.27075223055504943
7,0.15603936985560982,-0.09706742301339895,0.9403847231012763,0.7779746775591143,0.0007772240968584047,0.23715726962569994,0.009772545830822758,-0.08803691912590364,-0.015398287314862737,-0.3775965399971843,-0.014280952983397516,-0.15732992604704335,0.10245361177997672,-0.15894145019478761,-0.30356995485886923,0.33157242866945846,0.0065008532359488325,-0.5522728988987684,7.635971077976049e-18,-0.14752213893425073,0.09170767628830918,-0.26433417832521044,-0.22145548676437468,0.09085872152706267,-0.06745482295645938,0.477379246483167,-0.250906973535173,0.45779544794789506,-0.11539743894256588,0.454640821470127,-0.21526377352031076,0.4938266563298931,-0.3451549619392548,-0.12703045735597843,-0.2500296279830615,-0.30238121189226114,-0.3009456151743492,0.34238823831897186,0.2675888525923205,-0.07077153376661086,-0.391567638475332,0.06114851522837338,0.08993807653679416,-0.14079399580052798,-0.06074902498293607,-0.07401324618813439,-0.025944850189199734,-0.46240316816798627,0.6183179824265,-0.07944395557114338,0.05015603231932277
8,0.8146890516023105,0.3847107763901776,-0.10812043604396232,-0.30623684754125213,0.24790191975773815,0.33049660524617913,-0.5050715803266419,-0.04179839704160473,-0.6118905196717247,-0.27642760320718146,-0.2281681628625982,-0.11743002980162795,-0.012394323690938795,-0.06794159294792097,-0.05037847763418586,-0.5518273026123326,0.22572576226754246,-0.018219793967369807,2.9324778412554336e-17,0.41132067954563034,-0.025664166932159206,0.27898114178587047,-0.34953842894963444,-0.2742806160007591,-0.015942712890568554,0.3293722440030903,-0.28528086648532075,-0.1871256389373098,-0.24314971633358856,0.19818219810752316,0.09669978454930236,0.4541672185477838,0.1949189043648179,0.07233204647429979,0.27957014612929754,0.1887873886049033,-0.25058320060273914,-0.12713099090534713,0.003776049312197903,-0.10652256570426338,-0.23250689004756916,-0.09873908853725676,-0.30541751927585314,-0.075299690713219,-0.35255855292786575,-0.08472130287622688,0.2661434557425379,-0.3342870588465687,-0.38963766309152653,0.08248545288314875,-0.6111993681805457
9,0.0533747038875044,-0.1793790254697234,0.8890441233314519,-0.15621733771807886,-0.05622732034256621,0.047534982650703286,0.14745693868942356,-0.1800245735162432,-0.7757164518635893,-0.1653892630708418,-0.3921912805514783,-0.24496886470459678,0.06704335538097622,0.16702143870355082,-0.02621458042830051,-0.3174252147055794,0.2649126799589808,0.4768517700570091,-2.0303607313524862e-16,-0.45400292896682165,-0.03019607461660959,0.20481380826983892,-0.12326833104398327,0.2539111459643888,0.44651790014285886,-0.4895926389071784,0.521526143647096,0.32679993778683636,0.07895479599126283,0.15820224029774457,-0.11930330247732283,-0.374262674218157,-0.2115409671764942,-0.11267314964754752,4.9016655747833976e-05,0.07228075796248241,0.0002347185940567373,-0.20887607746311548,-0.10810523223685192,-0.18839101499074462,-0.03311614470964976,-0.22991580328406794,-0.3086911496954908,-0.04499666563284669,0.025319888133713418,0.30309794953098795,0.07276981705806622,-0.08944073933652175,-0.33046530415157244,0.2582958852314677,0.5157488816425551
