,Bayern Munich,Dortmund,Duisburg,FC Koln,Hamburg,Leipzig,M'Gladbach,Wattenscheid,Werder Bremen,Dresden,Ein Frankfurt,Freiburg,Kaiserslautern,Karlsruhe,Leverkusen,Nurnberg,Schalke 04,Stuttgart,,Uerdingen,Bochum,Munich 1860,M'gladbach,Hansa Rostock,St Pauli,Dusseldorf,Bielefeld,Hertha,Wolfsburg,Ulm,Unterhaching,Cottbus,Hannover,Mainz,Aachen,Hoffenheim,Augsburg,Greuther Furth,Fortuna Dusseldorf,Braunschweig,Paderborn,Darmstadt,Ingolstadt,RB Leipzig
0,-0.6693054567709128,-0.15790971158691589,0.43340018334407265,0.7289019281169654,0.8342763447755257,0.3684595731420526,0.28611650979996056,0.32060262058868766,0.44006669041065843,-0.030458989155180884,0.3846575485083765,0.8009620547370647,0.7084084937017873,0.4146580906776159,0.15696147167239752,0.6371448676311752,0.14513237827432585,0.814184911737131,0.0005880068081388293,-0.006168095309762164,0.4747023045738536,0.38485729653893747,0.39607730832279,0.6900273391593252,0.7840466896331354,0.18576541427845597,0.3950659365971803,0.42785588001746133,0.3039742575366909,0.13234030348422104,0.21641367623983457,0.2240334321084675,0.6827885868928341,0.5628598151308326,-0.11271720231294946,0.5300269592818406,0.40284120565390746,0.3127495643159047,0.6010712717216047,0.44500367767875965,0.5029054918551626,0.46669503279077973,0.6180600086280764,0.19529288824853294
1,-0.1276801448312082,-0.09707519217890136,-0.17494813316992486,-0.19570235511385178,0.2246278041072386,-0.035646273857638806,-0.0036610407067854873,-0.04938073072730698,0.3667051853896925,-0.35035774030901706,-0.821334349529857,-0.21548010156250028,0.0403625508907906,-0.10605131116710272,-0.1302589814346527,-0.10869313346309661,-0.4429117539130575,0.7841907983123445,-0.001105201499072695,-0.3139224166596205,-0.11844214712775995,-0.07188610183207453,-0.9318493400193488,-0.058999486365298504,-0.04712983613307962,-0.08262065459121032,-0.22410571970330487,-0.14326160797075724,-0.26140284544999765,-0.1319453915821422,-0.22026659272577923,-0.26986816137455527,0.6157553600391658,-0.18557641967763178,-0.24184344917338094,0.10407414006946711,-0.30170988727678216,0.02580691056818727,0.24320605293877184,0.16535289384547147,0.12327007984105345,0.12986947835613696,0.17541706325931147,-0.14914011920103085
2,0.5169689182474897,-0.22543797342151153,0.021941277783354023,0.13905175239138756,0.263959406155397,0.00501174694597464,0.0009942909470745224,0.0065761057865973685,0.7643041563743752,0.042205095941939795,0.4383285854546531,0.1426910517357188,-0.0035006190956044262,0.013593998095136122,0.2281459496249354,0.01434243404891159,0.36168547257044664,0.13841026403485499,0.0001344571082431097,0.0378567939683225,0.015204694547143927,0.009415059413046193,-0.5540316883335609,0.008449996984742105,0.007199757568097568,0.01032541520162331,0.027797150489581986,0.022749007238831595,-0.19861882353459737,0.016172302198551813,0.026988952574571075,0.03298714699264186,-0.366048249811861,-0.1276295137223633,0.02895604335581796,-0.5276909885083962,-0.4755168116169683,-0.0025090073456410025,-0.02817712071176979,-0.019087089804153908,-0.013898764892342434,-0.014764798900938183,-0.019966866454104105,1.0870506855220783
3,-0.5974614449513432,-0.978268037160208,-0.06297069074669817,0.2521467548155898,0.00515752485555131,0.0072298369187642885,0.018520183234327605,-0.0035768469222648546,-0.30595230046663185,-0.19043755339170196,0.05173172007029264,-0.17193633216765497,0.07241342635084853,-0.02729262108799688,0.5947922521664867,-0.012780988395096693,-0.47405538980113915,-0.027390974154569803,-0.0005517499846848297,-0.1691205360314544,-0.029651084223642637,-0.011068629084060599,0.11964818397970432,0.01770737747738444,0.03081750718764323,-0.03109255390061632,-0.0921292921289015,0.3788535142426735,0.057465509016051707,-0.06142155021021269,-0.10285881286069908,-0.12896544367605606,-0.7158461357586203,-0.06115757211435986,-0.1380200316167188,-0.5140855097473863,-0.4312377363669456,0.03626115626633458,0.173720762705873,0.12071297619209596,0.10224681654566434,0.1032000009748124,0.13851241189249602,-0.28080882793393297
4,-0.8692188113594885,0.32760171967956664,-0.12009811280625171,-0.35236675095517234,-0.15354300038106078,-0.06389140913857438,-0.04149720846591739,-0.06179807585504054,0.21504086052298765,-0.11409651796499394,0.9220236320345847,0.22789385347494426,-0.0860438382303276,-0.09418129815046825,-0.3234003426603711,-0.12638062183241805,-0.353175523981977,-0.07293806513442919,-0.00045617678445339794,-0.10520340895294268,-0.10681701466947889,-0.07844386038835052,0.07541344274260406,-0.11703084729988082,-0.1262499085077556,-0.05405623884186154,-0.13131387521311852,0.11158311281788653,-0.6668191675730174,-0.06320500608567023,-0.10487805969181489,-0.12271014337848431,0.0991409296300974,0.20520540734549783,-0.0658558309722522,0.2823906901091807,-0.3596478727882628,-0.03528787830170709,-0.002401295735370586,-0.006746456234163409,-0.02911334141820686,-0.02178820336650544,-0.027697065475812712,0.186112184070101
5,-0.23032135757346303,0.24257714775632133,0.04929502463350665,0.4963710573475418,-0.40936179676795625,0.03176484590927706,0.022511585652515244,0.029286362508564777,0.37108984835749625,0.029065100168260853,0.06048242087166616,-0.003954186275320457,0.05130388137697555,0.041661954007960994,-0.785720811050799,0.05914877445447368,0.09735989881820378,0.11517843294407684,0.00014472454467907346,0.027680219980955392,0.047428746393372766,0.03628686162957926,0.07314108135834142,0.05879140253919395,0.06501622134124603,0.021813738926281804,0.05073226604798061,-0.4589116992954126,0.5542114648470526,0.022095948144192,0.036536628104873355,0.04157660144072024,-0.04600747843943575,0.017239189890092668,0.012953858511752398,-0.613188564852761,-0.6481778136047673,0.021933262462503517,0.024787001879199386,0.01967009410504088,0.027934114875334863,0.02453468661240048,0.03218476010408563,-0.42617331042678874
6,-0.10020448632240411,-0.39087646110801544,0.07875226766488472,-0.3420665435343696,-0.6191715603685538,0.037595879236507514,0.022958936669915372,0.03747993547702752,0.1430540166411375,0.08860559032297373,0.5494209635200568,-0.1832655140924876,0.04401438335254984,0.059425828286687965,0.5261019956425528,0.07722567957776125,-0.19826486139146524,0.21723581677049011,0.00033212717675774645,0.08101592714099891,0.06726104102747879,0.04826463280271454,-0.20315720892639583,0.06839363263986277,0.07254454850890885,0.035736699171451995,0.08856423444615638,-0.8291203047737277,0.1691399421674714,0.044431240846752,0.07382540428363792,0.08728748452549884,0.3839936223740406,-0.15473666947250742,0.05410917497943165,-0.15896601053436013,0.4593538412133779,0.017358080466274645,-0.016897852391326105,-0.008693121117734744,0.006684965840760416,0.0021864723825698556,0.0020061362282783853,-0.05170797345456762
7,-0.35614285618382796,-0.3766879001619924,-0.12377036865803091,-0.07795896407741094,-0.23945828126944071,-0.03585705664977579,-0.013110558227711277,-0.0424644218986216,0.34383469661064614,-0.21375159022309434,-0.2925514281209774,-0.1258688348710992,-0.002142607429667072,-0.08079759003476103,-0.42858852592622887,-0.0908667099371575,0.45781959005205264,0.059362453047871674,-0.0007002555521415988,-0.19232470231587098,-0.09067818409027803,-0.058709123535154846,0.17583016346537972,-0.06239293875744832,-0.05868239425470498,-0.057733415512185096,-0.15246777134730646,-0.29106084183315956,0.15847588319820893,-0.08596029251089451,-0.14332878551860057,-0.17404356656310999,-0.5934963745654591,0.2305643988314823,-0.14406565371316934,0.3316763259002173,0.5890852342899382,0.003953627109086191,0.1263568831668933,0.08452848030395657,0.056516284086566435,0.06193937570421505,0.08413022638869623,0.4018106578741698
8,-0.17602416157155337,0.6305829974223737,-0.059933874076192765,0.09995424289006481,-0.0957897591726165,-0.007473624089924283,0.0034313755617318697,-0.013563611054151286,-0.14801979516861535,-0.13522014074135186,-0.04347017180154721,-0.17813784828228055,0.027499542488379967,-0.033761507807525196,0.40157469388947625,-0.031014407335012928,-0.31397976108391923,-0.37376052782305785,-0.00041498144989934627,-0.12080072243803318,-0.03751001496055969,-0.021129729244672255,-0.4048819780894123,-0.011013892196827963,-0.004860158198832526,-0.02862408975845008,-0.07948223754271976,0.022327795144462276,0.6912898612966806,-0.04849194433775814,-0.08102764563546325,-0.09996951015990692,-0.009831897752480957,0.5890187462337085,-0.09488993248787791,-0.06559742798737428,0.036542737649579424,0.015211601303505235,0.10367314890197958,0.071100782166705,0.05590011583343766,0.05782503025281624,0.07789706652737029,0.43721975679318104
9,-0.49701281248026385,0.3899448700869538,0.03623762119977318,-0.3717083359639964,0.03780224796770306,0.035959879021626645,0.029017862260065377,0.030452620780839244,0.22934832819460413,-0.019068649219878046,-0.2234265204049377,-0.13694524209617157,0.07409842636959582,0.037464708738127274,0.47569604497867674,0.060038601103623954,0.8423752706422212,-0.246522812781953,9.627025088350869e-06,-0.014930976383383986,0.043024872955003624,0.03598146105801967,-0.10689886647435545,0.0676967202338492,0.07782770954975554,0.015184504158783817,0.030087882206988097,0.05997878448586656,-0.26234681901109047,0.007487841331113636,0.012039775760459505,0.010557241503081044,-0.004899554137186582,-0.1059681045123574,-0.022515466906596497,-0.353910223170526,-0.0307917673743271,0.0330770192017705,0.07239097357108068,0.052924791113001156,0.056913704739035835,0.05352079879139808,0.07103551013643546,-0.34757108889303784
10,0.10665596578972757,0.10434266600074661,0.0928290918491385,-0.20730243791271355,-0.08252754478971656,0.04066640318925669,0.023453594828900803,0.04159643898297119,0.414153576927973,0.11614755333437278,-0.42945508731704035,-0.4050373400855728,0.041350514926923244,0.06806874520873117,0.15001641855818532,0.08623711619357725,-0.4269608949284462,0.062183210303020056,0.00041950218466407373,0.10570892893426391,0.07692215488110611,0.05419812248458726,0.6102474974623499,0.07353367443939192,0.07681866009904732,0.04237093440362787,0.10648078612201034,-0.12362983957886188,-0.354726283695258,0.054907455462282574,0.09131089663243605,0.10868082160380356,-0.05194996298286055,0.45923920993848105,0.07305450486575157,-0.13379204078569107,-0.1749585098765507,0.015553618260899007,-0.0355976992758197,-0.021380677753735464,-0.002649961578706987,-0.0076938053322958356,-0.011348226981474698,0.1709461180474199
11,0.18329841400365204,0.0730714799105418,-0.1273433948000541,0.12663028752822758,0.24234812861653293,-0.03938556792909578,-0.015954777189308114,-0.04545492453017401,0.2300237333526434,-0.21192635458132766,0.0011575327619454563,0.4610713315583659,-0.00939927720839127,-0.0844823169766491,0.029927007994488608,-0.0967640171564699,-0.2218557530635309,-0.32705380636474435,-0.0007013362292298334,-0.19090043671147292,-0.0949093482593067,-0.062244249473577644,0.29635190515998666,-0.06903457525718262,-0.0663153988001942,-0.05923176253729541,-0.15544422362646315,-0.19451089109652384,-0.14482307626454696,-0.08671048715015957,-0.14453603804826834,-0.17511168865502688,0.17893647757168615,-0.05481968261066936,-0.1418891549368085,-0.5349736980933523,0.4211251938464776,0.0007152676225879472,0.11929273003330527,0.0793623559712732,0.05095401922207569,0.05671043664207363,0.07719049250496257,-0.10471460275567183
12,-0.24176976955012794,0.05968085103723147,0.013018888436607883,0.01272233740668856,0.3582320584497811,-0.032617971221370466,-0.03460715769934728,-0.021287224881928857,0.29617383756778365,0.13917899286146565,-0.20394867837675718,0.4792266558560396,-0.10477922351441817,-0.01123657854073201,0.3161020546235385,-0.03822662232360765,-0.17803313714935667,-0.03374720508492874,0.00035291400049373723,0.1220457458762136,-0.014009392751309557,-0.020682850773219384,-0.03714766294126151,-0.06408121621062081,-0.08050332470928472,0.008529162948835357,0.03683481149752449,-0.4267333529708117,0.212804270955632,0.034309562795877505,0.05784366514206631,0.07604559365766794,-0.3198566617741467,-0.11168679656970959,0.10761571311906527,0.3790997061783468,-0.16323098897586794,-0.04934376006899435,-0.16962477682541677,-0.11990130045551003,-0.11093428875820464,-0.10892484087975512,-0.1455765253160731,-0.16051503370168313
